game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,carries,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,receiving_broken_tackles
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,Rico Dowdle,DowdRi01,8,13,1.6,13,1.6,0,
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,CeeDee Lamb,LambCe00,3,20,6.7,5,1.7,0,
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,Brandin Cooks,CookBr00,1,0,0,5,5,0,
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,Dak Prescott,PresDa01,1,2,2,1,1,0,
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,Cooper Rush,RushCo00,1,-1,-1,0,0,0,
2024_01_DAL_CLE,202409080cle,2024,1,REG,DAL,CLE,Deuce Vaughn,VaugDe00,1,2,2,2,2,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,TB,WAS,Rachaad White,WhitRa01,15,-2,-0.1,33,2.2,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,TB,WAS,Bucky Irving,IrviBu00,9,51,5.7,11,1.2,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,TB,WAS,Baker Mayfield,MayfBa00,3,11,3.7,10,3.3,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,TB,WAS,Kyle Trask,TrasKy00,2,-2,-1,0,0,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,TB,WAS,Kameron Johnson,JohnKa01,1,0,0,0,0,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,WAS,TB,Jayden Daniels,DaniJa02,16,73,4.6,15,0.9,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,WAS,TB,Brian Robinson Jr.,RobiBr01,12,20,1.7,20,1.7,0,
2024_01_WAS_TB,202409080tam,2024,1,REG,WAS,TB,Austin Ekeler,EkelAu00,2,4,2,6,3,0,
2024_01_LA_DET,202409080det,2024,1,REG,DET,LA,David Montgomery,MontDa01,17,45,2.6,46,2.7,2,
2024_01_LA_DET,202409080det,2024,1,REG,DET,LA,Jahmyr Gibbs,GibbJa01,11,21,1.9,19,1.7,1,
2024_01_LA_DET,202409080det,2024,1,REG,DET,LA,Jared Goff,GoffJa00,1,6,6,1,1,0,
2024_01_LA_DET,202409080det,2024,1,REG,DET,LA,Kalif Raymond,RaymKa00,1,9,9,3,3,0,
2024_01_LA_DET,202409080det,2024,1,REG,DET,LA,Jameson Williams,WillJa11,1,10,10,3,3,0,
2024_01_LA_DET,202409080det,2024,1,REG,LA,DET,Kyren Williams,WillKy02,18,23,1.3,27,1.5,0,
2024_01_LA_DET,202409080det,2024,1,REG,LA,DET,Cooper Kupp,KuppCo00,2,9,4.5,1,0.5,0,
2024_01_LA_DET,202409080det,2024,1,REG,LA,DET,Ronnie Rivers,RiveRo01,2,12,6,4,2,0,
2024_01_LA_DET,202409080det,2024,1,REG,LA,DET,Puka Nacua,NacuPu00,1,3,3,4,4,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,SF,NYJ,Jordan Mason,MasoJo00,28,80,2.9,67,2.4,1,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,SF,NYJ,Deebo Samuel,SamuDe00,8,9,1.1,14,1.8,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,SF,NYJ,Brandon Allen,AlleBr00,1,-1,-1,0,0,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,SF,NYJ,Brock Purdy,PurdBr00,1,11,11,0,0,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,NYJ,SF,Breece Hall,HallBr03,16,19,1.2,35,2.2,1,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,NYJ,SF,Braelon Allen,AlleBr05,1,3,3,5,5,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,NYJ,SF,Aaron Rodgers,RodgAa00,1,-1,-1,0,0,0,
2024_01_NYJ_SF,202409090sfo,2024,1,REG,NYJ,SF,Tyrod Taylor,TaylTy00,1,5,5,2,2,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,De'Von Achane,AchaDe00,22,50,2.3,46,2.1,1,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Jaylen Wright,WrigJa04,5,-4,-0.8,8,1.6,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Alec Ingold,IngoAl01,2,0,0,2,1,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Tua Tagovailoa,TagoTu00,2,17,8.5,0,0,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Tyreek Hill,HillTy00,1,10,10,2,2,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Skylar Thompson,ThomSk00,1,4,4,0,0,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,MIA,BUF,Jaylen Waddle,WaddJa00,1,3,3,1,1,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,James Cook,CookJa01,11,23,2.1,55,5,1,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,Ray Davis,DaviRa04,9,10,1.1,19,2.1,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,Josh Allen,AlleJo02,2,2,1,0,0,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,Mitchell Trubisky,TrubMi00,2,-2,-1,0,0,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,Ty Johnson,JohnTy02,1,-1,-1,0,0,0,
2024_02_BUF_MIA,202409120mia,2024,2,REG,BUF,MIA,Khalil Shakir,ShakKh00,1,1,1,1,1,0,
2024_02_LV_BAL,202409150rav,2024,2,REG,BAL,LV,Derrick Henry,HenrDe00,18,27,1.5,57,3.2,1,
2024_02_LV_BAL,202409150rav,2024,2,REG,BAL,LV,Lamar Jackson,JackLa00,5,40,8,5,1,0,
2024_02_LV_BAL,202409150rav,2024,2,REG,BAL,LV,Justice Hill,HillJu00,4,10,2.5,12,3,1,
2024_02_LV_BAL,202409150rav,2024,2,REG,LV,BAL,Zamir White,WhitZa01,9,8,0.9,16,1.8,1,
2024_02_LV_BAL,202409150rav,2024,2,REG,LV,BAL,Alexander Mattison,MattAl01,4,-1,-0.3,2,0.5,0,
2024_02_LV_BAL,202409150rav,2024,2,REG,LV,BAL,Ameer Abdullah,AbduAm00,2,-1,-0.5,2,1,0,
2024_02_LV_BAL,202409150rav,2024,2,REG,LV,BAL,Gardner Minshew II,MinsGa00,1,-1,-1,0,0,0,
2024_02_LV_BAL,202409150rav,2024,2,REG,LV,BAL,DJ Turner,TurnDJ00,1,0,0,2,2,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,CAR,LAC,Chuba Hubbard,HubbCh01,10,18,1.8,46,4.6,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,CAR,LAC,Miles Sanders,SandMi01,7,6,0.9,14,2,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,CAR,LAC,Bryce Young,YounBr01,1,6,6,0,0,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,LAC,CAR,Gus Edwards,EdwaGu00,18,21,1.2,38,2.1,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,LAC,CAR,J.K. Dobbins,DobbJK00,17,45,2.6,86,5.1,1,
2024_02_LAC_CAR,202409150car,2024,2,REG,LAC,CAR,Justin Herbert,HerbJu00,6,2,0.3,16,2.7,0,
2024_02_LAC_CAR,202409150car,2024,2,REG,LAC,CAR,Hassan Haskins,HaskHa00,3,4,1.3,7,2.3,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,Rico Dowdle,DowdRi01,7,20,2.9,10,1.4,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,Ezekiel Elliott,ElliEz00,6,9,1.5,7,1.2,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,Deuce Vaughn,VaugDe00,4,4,1,7,1.8,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,Dak Prescott,PresDa01,2,10,5,2,1,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,Brandin Cooks,CookBr00,1,-3,-3,0,0,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,DAL,NO,KaVontae Turpin,TurpKa00,1,2,2,0,0,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Alvin Kamara,KamaAl00,20,80,4,35,1.8,3,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Jamaal Williams,WillJa06,8,22,2.8,17,2.1,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Jake Haener,HaenJa00,3,-3,-1,0,0,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Taysom Hill,HillTa00,3,11,3.7,7,2.3,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Rashid Shaheed,ShahRa00,3,8,2.7,5,1.7,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Derek Carr,CarrDe02,1,1,1,0,0,0,
2024_02_NO_DAL,202409150dal,2024,2,REG,NO,DAL,Chris Olave,OlavCh00,1,7,7,0,0,0,
2024_02_TB_DET,202409150det,2024,2,REG,DET,TB,Jahmyr Gibbs,GibbJa01,13,28,2.2,56,4.3,4,
2024_02_TB_DET,202409150det,2024,2,REG,DET,TB,David Montgomery,MontDa01,11,11,1,24,2.2,1,
2024_02_TB_DET,202409150det,2024,2,REG,DET,TB,Jared Goff,GoffJa00,2,5,2.5,0,0,0,
2024_02_TB_DET,202409150det,2024,2,REG,DET,TB,Jameson Williams,WillJa11,1,8,8,7,7,0,
2024_02_TB_DET,202409150det,2024,2,REG,TB,DET,Rachaad White,WhitRa01,10,2,0.2,16,1.6,1,
2024_02_TB_DET,202409150det,2024,2,REG,TB,DET,Bucky Irving,IrviBu00,7,9,1.3,13,1.9,1,
2024_02_TB_DET,202409150det,2024,2,REG,TB,DET,Baker Mayfield,MayfBa00,5,30,6,4,0.8,0,
2024_02_TB_DET,202409150det,2024,2,REG,TB,DET,Cade Otton,OttoCa00,1,-4,-4,0,0,1,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,Josh Jacobs,JacoJo01,32,95,3,56,1.8,1,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,MarShawn Lloyd,LloyMa00,6,12,2,3,0.5,0,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,Malik Willis,WillMa12,6,40,6.7,1,0.2,1,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,Emanuel Wilson,WilsEm00,5,6,1.2,3,0.6,0,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,Bo Melton,MeltBo00,2,3,1.5,5,2.5,1,
2024_02_IND_GB,202409150gnb,2024,2,REG,GB,IND,Jayden Reed,ReedJa03,2,37,18.5,0,0,0,
2024_02_IND_GB,202409150gnb,2024,2,REG,IND,GB,Jonathan Taylor,TaylJo02,12,78,6.5,25,2.1,0,
2024_02_IND_GB,202409150gnb,2024,2,REG,IND,GB,Anthony Richardson,RichAn03,4,37,9.3,0,0,0,
2024_02_IND_GB,202409150gnb,2024,2,REG,IND,GB,Trey Sermon,SermTr00,2,-3,-1.5,3,1.5,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,JAX,CLE,Travis Etienne,EtieTr00,13,22,1.7,30,2.3,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,JAX,CLE,D'Ernest Johnson,JohnDE04,5,10,2,16,3.2,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,JAX,CLE,Trevor Lawrence,LawrTr00,2,43,21.5,2,1,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,JAX,CLE,Devin Duvernay,DuveDe00,1,2,2,2,2,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,CLE,JAX,D'Onta Foreman,ForeDO00,14,23,1.6,19,1.4,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,CLE,JAX,Jerome Ford,FordJe00,7,49,7,15,2.1,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,CLE,JAX,Deshaun Watson,WatsDe00,5,13,2.6,7,1.4,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,CLE,JAX,Jameis Winston,WinsJa00,2,3,1.5,1,0.5,0,
2024_02_CLE_JAX,202409150jax,2024,2,REG,CLE,JAX,Pierre Strong,StroPi00,1,-5,-5,0,0,0,
2024_02_SF_MIN,202409150min,2024,2,REG,MIN,SF,Ty Chandler,ChanTy01,10,70,7,12,1.2,0,
2024_02_SF_MIN,202409150min,2024,2,REG,MIN,SF,Aaron Jones,JoneAa00,9,17,1.9,15,1.7,0,
2024_02_SF_MIN,202409150min,2024,2,REG,MIN,SF,Sam Darnold,DarnSa00,5,32,6.4,0,0,0,
2024_02_SF_MIN,202409150min,2024,2,REG,SF,MIN,Jordan Mason,MasoJo00,20,61,3.1,39,2,0,
2024_02_SF_MIN,202409150min,2024,2,REG,SF,MIN,Brock Purdy,PurdBr00,2,7,3.5,5,2.5,0,
2024_02_SF_MIN,202409150min,2024,2,REG,SF,MIN,Deebo Samuel,SamuDe00,2,-10,-5,0,0,0,
2024_02_SF_MIN,202409150min,2024,2,REG,SF,MIN,Isaac Guerendo,GuerIs00,1,0,0,0,0,0,
2024_02_SEA_NE,202409150nwe,2024,2,REG,NE,SEA,Rhamondre Stevenson,StevRh00,21,39,1.9,42,2,1,
2024_02_SEA_NE,202409150nwe,2024,2,REG,NE,SEA,Antonio Gibson,GibsAn00,11,34,3.1,62,5.6,1,
2024_02_SEA_NE,202409150nwe,2024,2,REG,NE,SEA,Jacoby Brissett,BrisJa00,2,4,2,2,1,0,
2024_02_SEA_NE,202409150nwe,2024,2,REG,NE,SEA,Jamycal Hasty,HastJa02,1,0,0,2,2,0,
2024_02_SEA_NE,202409150nwe,2024,2,REG,NE,SEA,Ja'Lynn Polk,PolkJa00,1,0,0,0,0,0,
2024_02_SEA_NE,202409150nwe,2024,2,REG,SEA,NE,Zach Charbonnet,CharZa00,14,14,1,24,1.7,1,
2024_02_SEA_NE,202409150nwe,2024,2,REG,SEA,NE,Geno Smith,SmitGe00,5,6,1.2,2,0.4,0,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,TEN,NYJ,Tony Pollard,PollTo00,17,15,0.9,47,2.8,3,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,TEN,NYJ,Tyjae Spears,SpeaTy00,6,8,1.3,12,2,0,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,TEN,NYJ,Will Levis,LeviWi00,4,24,6,14,3.5,1,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,TEN,NYJ,Calvin Ridley,RidlCa00,1,8,8,2,2,1,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,NYJ,TEN,Breece Hall,HallBr03,14,14,1,48,3.4,1,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,NYJ,TEN,Braelon Allen,AlleBr05,7,3,0.4,30,4.3,0,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,NYJ,TEN,Aaron Rodgers,RodgAa00,2,1,0.5,0,0,0,
2024_02_NYJ_TEN,202409150oti,2024,2,REG,NYJ,TEN,Garrett Wilson,WilsGa00,1,0,0,5,5,1,
2024_02_NYG_WAS,202409150was,2024,2,REG,WAS,NYG,Brian Robinson Jr.,RobiBr01,17,58,3.4,75,4.4,3,
2024_02_NYG_WAS,202409150was,2024,2,REG,WAS,NYG,Jayden Daniels,DaniJa02,10,34,3.4,10,1,1,
2024_02_NYG_WAS,202409150was,2024,2,REG,WAS,NYG,Austin Ekeler,EkelAu00,8,22,2.8,16,2,1,
2024_02_NYG_WAS,202409150was,2024,2,REG,NYG,WAS,Devin Singletary,SingDe00,16,48,3,47,2.9,3,
2024_02_NYG_WAS,202409150was,2024,2,REG,NYG,WAS,Daniel Jones,JoneDa05,5,20,4,12,2.4,1,
2024_02_NYG_WAS,202409150was,2024,2,REG,NYG,WAS,Tyrone Tracy,TracTy00,1,2,2,0,0,0,
2024_02_LA_ARI,202409150crd,2024,2,REG,ARI,LA,James Conner,ConnJa00,21,53,2.5,69,3.3,3,
2024_02_LA_ARI,202409150crd,2024,2,REG,ARI,LA,Trey Benson,BensTr01,11,2,0.2,8,0.7,0,
2024_02_LA_ARI,202409150crd,2024,2,REG,ARI,LA,Kyler Murray,MurrKy00,5,24,4.8,35,7,0,
2024_02_LA_ARI,202409150crd,2024,2,REG,ARI,LA,Emari Demercado,DemeEm00,2,7,3.5,39,19.5,2,
2024_02_LA_ARI,202409150crd,2024,2,REG,ARI,LA,Clayton Tune,TuneCl00,1,-6,-6,0,0,0,
2024_02_LA_ARI,202409150crd,2024,2,REG,LA,ARI,Kyren Williams,WillKy02,12,10,0.8,15,1.3,0,
2024_02_LA_ARI,202409150crd,2024,2,REG,LA,ARI,Blake Corum,CoruBl00,8,16,2,12,1.5,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,DEN,PIT,Javonte Williams,WillJa10,11,4,0.4,13,1.2,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,DEN,PIT,Bo Nix,NixxBo00,4,24,6,1,0.3,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,DEN,PIT,Jaleel McLaughlin,McLaJa00,3,1,0.3,5,1.7,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,DEN,PIT,Tyler Badie,BadiTy00,1,8,8,8,8,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,PIT,DEN,Najee Harris,HarrNa00,17,40,2.4,29,1.7,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,PIT,DEN,Jaylen Warren,WarrJa01,9,23,2.6,19,2.1,1,
2024_02_PIT_DEN,202409150den,2024,2,REG,PIT,DEN,Justin Fields,FielJu00,8,25,3.1,2,0.3,0,
2024_02_PIT_DEN,202409150den,2024,2,REG,PIT,DEN,Cordarrelle Patterson,PattCo00,2,2,1,1,0.5,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,KC,CIN,Isiah Pacheco,PachIs00,19,64,3.4,26,1.4,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,KC,CIN,Carson Steele,SteeCa00,7,14,2,10,1.4,1,
2024_02_CIN_KC,202409150kan,2024,2,REG,KC,CIN,Patrick Mahomes,MahoPa00,4,28,7,1,0.3,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,KC,CIN,Travis Kelce,KelcTr00,1,0,0,1,1,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,KC,CIN,Xavier Worthy,WortXa00,1,5,5,0,0,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,CIN,KC,Zack Moss,MossZa00,12,23,1.9,11,0.9,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,CIN,KC,Joe Burrow,BurrJo01,6,3,0.5,6,1,0,
2024_02_CIN_KC,202409150kan,2024,2,REG,CIN,KC,Chase Brown,BrowCh10,4,21,5.3,10,2.5,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,HOU,CHI,Joe Mixon,MixoJo00,9,17,1.9,8,0.9,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,HOU,CHI,Cam Akers,AkerCa00,7,21,3,11,1.6,1,
2024_02_CHI_HOU,202409150htx,2024,2,REG,HOU,CHI,Tank Dell,DellNa00,3,12,4,4,1.3,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,HOU,CHI,Dare Ogunbowale,OgunDa00,2,2,1,1,0.5,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,HOU,CHI,C.J. Stroud,StroCJ00,1,-1,-1,0,0,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,CHI,HOU,D'Andre Swift,SwifDA00,14,10,0.7,8,0.6,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,CHI,HOU,Caleb Williams,WillCa03,5,31,6.2,13,2.6,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,CHI,HOU,Khalil Herbert,HerbKh00,2,1,0.5,2,1,0,
2024_02_CHI_HOU,202409150htx,2024,2,REG,CHI,HOU,Travis Homer,HomeTr00,1,4,4,2,2,0,
2024_02_ATL_PHI,202409160phi,2024,2,REG,PHI,ATL,Saquon Barkley,BarkSa00,22,44,2,51,2.3,1,
2024_02_ATL_PHI,202409160phi,2024,2,REG,PHI,ATL,Jalen Hurts,HurtJa00,13,63,4.8,22,1.7,2,
2024_02_ATL_PHI,202409160phi,2024,2,REG,PHI,ATL,Kenneth Gainwell,GainKe00,2,4,2,2,1,0,
2024_02_ATL_PHI,202409160phi,2024,2,REG,ATL,PHI,Bijan Robinson,RobiBi01,14,62,4.4,35,2.5,1,
2024_02_ATL_PHI,202409160phi,2024,2,REG,ATL,PHI,Tyler Allgeier,AllgTy00,9,36,4,17,1.9,0,
2024_02_ATL_PHI,202409160phi,2024,2,REG,ATL,PHI,Kirk Cousins,CousKi00,4,-2,-0.5,1,0.3,0,
2024_02_ATL_PHI,202409160phi,2024,2,REG,ATL,PHI,Ray-Ray McCloud,McClRa00,1,1,1,2,2,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NYJ,NE,Breece Hall,HallBr03,16,24,1.5,30,1.9,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NYJ,NE,Braelon Allen,AlleBr05,11,22,2,33,3,1,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NYJ,NE,Isaiah Davis,DaviIs00,3,-3,-1,9,3,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NYJ,NE,Aaron Rodgers,RodgAa00,3,18,6,0,0,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NE,NYJ,Rhamondre Stevenson,StevRh00,6,6,1,17,2.8,1,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NE,NYJ,Antonio Gibson,GibsAn00,5,17,3.4,12,2.4,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NE,NYJ,Drake Maye,MayeDr00,2,12,6,0,0,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NE,NYJ,Demario Douglas,DougDe00,1,5,5,4,4,0,
2024_03_NE_NYJ,202409190nyj,2024,3,REG,NE,NYJ,Jamycal Hasty,HastJa02,1,1,1,4,4,0,
2024_03_NYG_CLE,202409220cle,2024,3,REG,CLE,NYG,Jerome Ford,FordJe00,10,16,1.6,21,2.1,1,
2024_03_NYG_CLE,202409220cle,2024,3,REG,CLE,NYG,Deshaun Watson,WatsDe00,4,15,3.8,11,2.8,0,
2024_03_NYG_CLE,202409220cle,2024,3,REG,CLE,NYG,D'Onta Foreman,ForeDO00,2,3,1.5,2,1,0,
